Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-31,38.425373453266666,38.6265538643608,37.92848243295072,38.233890533447266,140014000,0.0,0.0
2019-01-02,37.543095169489675,38.502943510353376,37.3831198295941,38.277523040771484,148158800,0.0,0.0
2019-01-03,34.898674156217034,35.32042638942915,34.41875175187937,34.464805603027344,365248800,0.0,0.0
2019-01-04,35.03198013234925,36.00637099233854,34.85503973215662,35.93607711791992,234428400,0.0,0.0
2019-01-07,36.042736112962324,36.07424742285319,35.36405572842188,35.85609817504883,219111200,0.0,0.0
2019-01-08,36.25117628245304,36.7989699020781,35.999096979406794,36.539615631103516,164101200,0.0,0.0
2019-01-09,36.67049462344897,37.45582484547038,36.26813757063439,37.16011428833008,180396400,0.0,0.0
2019-01-10,36.96379061151927,37.32009761034385,36.56627851944069,37.278892517089844,143122800,0.0,0.0
2019-01-11,37.05590549350762,37.25465972893089,36.7238347622421,36.91289520263672,108092800,0.0,0.0
2019-01-14,36.56386306692846,36.6656645579217,36.168773422101516,36.35783386230469,129756800,0.0,0.0
2019-01-15,36.423275179846506,37.179516861367,36.36995006655881,37.10195541381836,114843600,0.0,0.0
2019-01-16,37.10438047156947,37.783060751888755,37.084989183730634,37.55521774291992,122278800,0.0,0.0
2019-01-17,37.375845035901506,38.21450053084348,37.14800206392557,37.77820587158203,119284800,0.0,0.0
2019-01-18,38.17571896653186,38.267826646609066,37.80729194473252,38.01089859008789,135004000,0.0,0.0
2019-01-22,37.91152256437918,37.989084012655645,36.992879311992354,37.1577033996582,121576000,0.0,0.0
2019-01-23,37.363731039334176,37.60369406520938,36.769887181754896,37.3079833984375,92522400,0.0,0.0
2019-01-24,37.354044086109056,37.44372557247808,36.77959141113231,37.01227951049805,101766000,0.0,0.0
2019-01-25,37.686100313692414,38.32842417272343,37.40493591613959,38.238739013671875,134142000,0.0,0.0
2019-01-28,37.761241998840916,37.89213226281817,37.244963308848,37.88486099243164,104768400,0.0,0.0
2019-01-29,37.87274221849072,38.32842823638679,37.35403728900667,37.49219512939453,166348800,0.0,0.0
2019-01-30,39.56944334921786,40.27236000587953,38.83743790987,40.05421447753906,244439200,0.0,0.0
2019-01-31,40.26265988506273,40.96315390749309,39.88696157993706,40.342647552490234,162958400,0.0,0.0
2019-02-01,40.4686840540339,40.9583000932031,40.21902359043584,40.36203384399414,130672400,0.0,0.0
2019-02-04,40.57776621481758,41.60790481251481,40.54625490948246,41.50852584838867,125982000,0.0,0.0
