Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-31,97.74470179762027,98.81585075283128,96.92445452118191,98.01490020751953,33173800,0.0,0
2019-01-02,96.06561801091355,98.18861208400392,95.47696824874338,97.5806655883789,35329300,0.0,0
2019-01-03,96.5963609591689,96.68321466390579,93.7978634721948,93.9908676147461,42579100,0.0,0
2019-01-04,96.22965872796733,98.92200562593521,95.46730897299967,98.3623046875,44060600,0.0,0
2019-01-07,98.08245717648852,99.65540224502661,97.44556192851394,98.48775482177734,35656100,0.0,0
2019-01-08,99.43345612187075,100.33090510980148,98.15000622343179,99.20185852050781,31514400,0.0,0
2019-01-09,100.22475388266331,101.20904920243711,99.62645210798985,100.62039947509766,32280800,0.0,0
2019-01-10,99.60717244809226,100.11862060913057,98.79656966726539,99.97386932373047,30067600,0.0,0
2019-01-11,99.5782073836057,99.81945703237896,98.08245661626947,99.20185852050781,28314200,0.0,0
2019-01-14,98.3333523846863,99.26940214347607,97.71575391004544,98.47810363769531,28437100,0.0,0
2019-01-15,98.92199927067456,101.37309636829626,98.31404549778051,101.3344955444336,31587600,0.0,0
2019-01-16,101.57575608681947,102.54075470001878,101.28625355791762,101.6915512084961,29853900,0.0,0
2019-01-17,101.32485381607393,102.89779889629467,101.09325621166805,102.40565490722656,28393000,0.0,0
2019-01-18,103.69874517015978,104.12334689577274,102.20300180809056,103.93999481201172,37427600,0.0,0
2019-01-22,103.01360446007703,103.3513525104259,101.18975762583787,101.9810562133789,32371300,0.0,0
2019-01-23,102.40565284095386,103.29344977522562,101.6529477577009,102.9749984741211,25874300,0.0,0
2019-01-24,103.11973638204235,103.25483557792234,101.6529345948396,102.48283386230469,23164800,0.0,0
2019-01-25,103.48644151013679,104.10403998759584,102.48284214367717,103.41889190673828,31225600,0.0,0
2019-01-28,102.54075246627181,102.75305333452772,100.99675619125833,101.40205383300781,29476700,0.0,0
2019-01-29,101.20905991977587,101.29591363026913,98.59391435431398,99.33696746826172,31490500,0.0,0
2019-01-30,100.9581478225246,102.65653991699219,100.67829736821524,102.65653991699219,49471900,0.0,0
2019-01-31,100.16685669968462,101.53715293206176,99.56855492276341,100.7748031616211,55636400,0.0,0
2019-02-01,100.14754706061147,100.45634629816921,98.76759885726028,99.18254852294922,35535700,0.0,0
2019-02-04,99.26940683902441,102.09685298043735,99.17290109088388,102.03894805908203,31315100,0.0,0
2019-02-05,102.34773840544909,103.51538570527129,102.25124002806005,103.4671401977539,27325400,0.0,0
2019-02-06,103.25486711196292,103.25486711196292,101.836317759644,102.31881713867188,20609800,0.0,0
2019-02-07,101.50818627589663,101.89417975447056,100.63968622439796,101.58538055419922,29760700,0.0,0
2019-02-08,100.73620040494839,102.07754783187697,100.61075324095785,101.97139739990234,21461100,0.0,0
2019-02-11,102.48283908679538,102.84954323346733,101.29589503928975,101.56609344482422,18914100,0.0,0
2019-02-12,102.42495554538313,103.38995418995042,101.78806026839352,103.1487045288086,25056600,0.0,0
2019-02-13,103.73734642637751,104.00754484839503,102.97499667148249,103.07149505615234,18394900,0.0,0
2019-02-14,102.58899510165249,103.53469693490341,101.96175192421015,103.1583480834961,21784700,0.0,0
2019-02-15,104.13299697076165,104.50934581593475,103.6022448237972,104.43214416503906,26606900,0.0,0
2019-02-19,104.017191457114,104.85674282079157,104.0075394104452,104.3838882446289,18038500,0.0,0
2019-02-20,104.5292606840747,104.60679204144719,103.00774291617616,103.8411865234375,21607700,0.46,0
2019-02-21,103.59890978014852,106.09924067923973,103.56983736868425,106.03140258789062,29063200,0.0,0
2019-02-22,106.65163968504024,107.76612156860878,106.42873887204803,107.54322814941406,27763200,0.0,0
2019-02-25,108.30883711042793,108.71586567518695,107.82427718272497,108.14408111572266,23750600,0.0,0
2019-02-26,107.8242742324117,109.74312735308456,107.73704960303701,108.89030456542969,21536700,0.0,0
2019-02-27,108.24100334912379,108.89031190372573,107.45601120703978,108.7061767578125,21487100,0.0,0
2019-02-28,108.58019650430717,109.39425368643651,108.27977169573062,108.57050323486328,29083900,0.0,0
2019-03-01,109.40394509640001,109.52992802183643,108.22161763348052,109.05506134033203,23501200,0.0,0
2019-03-04,109.52993711770362,109.75283796684592,107.37849696834974,108.79341125488281,26608000,0.0,0
2019-03-05,108.78370553213765,108.91938172258926,107.79520651687614,108.25068664550781,19538300,0.0,0
2019-03-06,108.41541505870315,109.18102044934277,107.98900005789223,108.29911804199219,17687000,0.0,0
2019-03-07,107.95993016233862,108.10529958815832,106.47717828532916,106.98111724853516,25339000,0.0,0
2019-03-08,105.7891246995391,107.2912560069698,105.4402409675609,107.0974349975586,22818400,0.0,0
2019-03-11,107.56261030524593,109.46208432794604,107.55292443026009,109.34579467773438,26491600,0.0,0
2019-03-12,109.3360903990931,110.46995873726547,109.1713418153512,110.11138916015625,26132700,0.0,0
2019-03-13,110.60564114852181,111.44877804418839,110.26645069410333,110.96421813964844,35513800,0.0,0
2019-03-14,111.00297819681373,111.64259339363444,110.79946393447092,111.05142974853516,30763400,0.0,0
2019-03-15,111.77827545682723,113.6292978449446,111.051435598544,112.33068084716797,54681100,0.0,0
2019-03-18,112.58265331319542,113.97818828940524,112.46636366104315,113.93942260742188,31207600,0.0,0
2019-03-19,114.44333724963955,114.78253504611894,113.37730710100844,114.01692962646484,37588700,0.0,0
2019-03-20,113.76497015458443,115.08297364424546,113.10596840975393,113.89095306396484,28113300,0.0,0
2019-03-21,113.52269285762473,117.08905401979966,113.4742339100729,116.50758361816406,29854400,0.0,0
2019-03-22,115.80981881866862,115.89703605369336,113.42578494195841,113.43547821044922,33624500,0.0,0
2019-03-25,112.96060412608969,114.3658323047631,112.72801743899107,114.02664184570312,27067100,0.0,0
2019-03-26,114.95700275494278,115.04421999506484,113.24165642789664,114.26892852783203,26097700,0.0,0
2019-03-27,114.23982407250283,114.559635338211,111.95270105910502,113.16410064697266,22733400,0.0,0
2019-03-28,113.81344420165306,113.94912039707862,112.54389209617376,113.3191909790039,18334800,0.0,0
2019-03-29,114.42398707648128,114.66626705313122,113.3482633886517,114.29800415039062,25399800,0.0,0
