Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-04-08,275.1178843057776,275.89138243105384,274.42076846466784,275.77679443359375,53566300,0.0,0
2019-04-09,274.7550233217711,275.09878733972056,273.7809961284916,274.3634948730469,66142300,0.0,0
2019-04-10,274.8026991136953,275.3947855871225,274.3634354717222,275.2992858886719,52601500,0.0,0
2019-04-11,275.81495777738974,275.8245164908598,274.62128429039024,275.222900390625,55093100,0.0,0
2019-04-12,276.93222828065274,277.3810506439077,275.27064423654224,277.08502197265625,69727800,0.0,0
2019-04-15,277.1614484920851,277.26650692191595,276.0537159050397,276.90362548828125,49596700,0.0,0
2019-04-16,277.8394317199182,277.8967257116174,276.45475892154815,277.08502197265625,52153200,0.0,0
2019-04-17,278.26915660557574,278.29780360347894,275.96775063262385,276.40704345703125,58268300,0.0,0
2019-04-18,277.02773588228024,277.237823571975,275.652621757445,276.9513244628906,68708500,0.0,0
2019-04-22,276.13965415410814,277.3524158884866,276.04415444958914,277.1900634765625,40160100,0.0,0
2019-04-23,277.5816482780611,279.93081908849183,277.333383966759,279.6825256347656,52246600,0.0,0
2019-04-24,279.59653095856345,279.94985364109397,278.90897387765426,279.061767578125,50392900,0.0,0
2019-04-25,278.95671477005095,279.58697786876274,277.6293650055424,278.8898620605469,57770900,0.0,0
2019-04-26,278.9376311280458,280.26498091464623,278.1163686006304,280.1885986328125,50916400,0.0,0
2019-04-29,280.28410466271026,281.18174949220247,280.1886049514498,280.62786865234375,57197700,0.0,0
2019-04-30,280.2650017248776,281.076705598927,278.7657698360157,280.7711181640625,81111700,0.0,0
2019-05-01,281.4395503158249,281.6591967201808,278.65111633572894,278.6606750488281,71671900,0.0,0
2019-05-02,278.53655144711894,279.51060770664066,276.47388007347473,278.05908203125,65030200,0.0,0
2019-05-03,279.62520231218275,281.0766988794569,278.17367660248755,280.7806701660156,56543700,0.0,0
2019-05-06,276.21604463557856,280.0930937863646,275.88181023104477,279.62518310546875,107198100,0.0,0
2019-05-07,277.0755320527199,277.7057952603109,272.9311004837952,274.95556640625,144729900,0.0,0
2019-05-08,274.57360839843744,276.38798666264483,273.9433451638848,274.5736083984375,91568300,0.0,0
2019-05-09,272.3771814417639,274.3825294386884,270.5341275649766,273.74273681640625,103471100,0.0,0
2019-05-10,272.7496003024791,275.9200039372472,269.5791966677111,275.11785888671875,112429300,0.0,0
2019-05-13,269.6938022376724,270.7155645051077,267.31598504230294,268.2040710449219,127290500,0.0,0
2019-05-14,269.2832018893446,272.2530769209824,269.14952560196934,270.6296691894531,77003200,0.0,0
2019-05-15,268.9012050486882,272.892842117583,268.6815586400713,272.21484375,73956400,0.0,0
2019-05-16,272.9596692594439,276.1778079537436,272.88328698757664,274.7358703613281,76749600,0.0,0
2019-05-17,272.29127708877246,275.59535734275244,272.2721596606644,272.959716796875,100353000,0.0,0
2019-05-20,271.2599365152299,273.07431456271746,270.3622916346711,271.1549072265625,62877600,0.0,0
2019-05-21,272.95013730685787,274.0005757881159,272.6827556154848,273.5995178222656,46847100,0.0,0
2019-05-22,272.5872732954862,273.7713880001518,272.25303891008036,272.7591552734375,49482500,0.0,0
2019-05-23,270.4005103696568,270.448245659091,267.9272220430439,269.4264831542969,98733800,0.0,0
2019-05-24,270.95426951884343,271.3935622581599,269.3786266545324,270.03753662109375,55268100,0.0,0
2019-05-28,270.333584027032,271.3458166837188,267.50697372962827,267.52606201171875,70029400,0.0,0
2019-05-29,266.34197925235566,266.77168421891344,264.24110227445453,265.7308044433594,104972900,0.0,0
2019-05-30,266.53292524170655,267.4210403765215,265.2915165948534,266.45654296875,62523800,0.0,0
2019-05-31,263.7541431820046,264.63267067471327,262.83738082993034,262.86602783203125,86862800,0.0,0
2019-06-03,262.90418563452005,264.0883003621145,260.7842204381513,262.1975402832031,96428000,0.0,0
2019-06-04,264.6326021397626,268.03218150661223,264.15513280012175,267.8889465332031,77231900,0.0,0
2019-06-05,269.60779565472416,270.23805861271074,267.68838893156,270.20941162109375,71169700,0.0,0
2019-06-06,270.5246453500063,272.68278741691694,269.8370881859442,271.9665832519531,69430400,0.0,0
2019-06-07,273.0456146270976,275.83404844487893,272.86417394328225,274.6881103515625,74272200,0.0,0
2019-06-10,276.33063912958346,277.7153120627684,275.85316972399136,275.94866943359375,60799100,0.0,0
2019-06-11,277.877623956439,278.2691523500742,275.19424833834125,275.8818054199219,58641300,0.0,0
2019-06-12,275.63357114477066,276.22562858507695,274.8505142723042,275.39483642578125,47096300,0.0,0
2019-06-13,276.3592764614455,276.9131572723132,275.61442538047277,276.5311584472656,48945200,0.0,0
2019-06-14,276.2256164550781,276.8654091541181,275.41391261767444,276.2256164550781,52324700,0.0,0
2019-06-17,276.4738624285414,277.1423312250635,276.1491867435622,276.33062744140625,39205700,0.0,0
2019-06-18,278.2596222351208,280.34138175996276,277.87762341310844,279.2240905761719,85434800,0.0,0
2019-06-19,279.36731152570854,280.4177499486235,278.33599052838474,279.8543395996094,78674400,0.0,0
2019-06-20,282.7000788497563,282.95790182384945,279.92120355930194,282.5281677246094,116570000,0.0,0
2019-06-21,282.24227372241415,283.57607943763907,281.8872325453578,282.1175231933594,83309500,1.432,0
2019-06-24,282.3381842829629,282.6740149861115,281.60889165729037,281.77203369140625,47582700,0.0,0
2019-06-25,281.8296306511866,281.858416979201,278.893308057083,279.0084533691406,82028700,0.0,0
2019-06-26,279.9584290323689,280.49579334004966,278.6150182631669,278.73016357421875,51584900,0.0,0
2019-06-27,279.5362132043349,280.255900690725,279.1332046110854,279.7185363769531,40355200,0.0,0
2019-06-28,280.75486009101996,281.68565703375396,280.2079198833924,281.15789794921875,59350900,0.0,0
2019-07-01,284.6891525596592,284.919472453677,282.43412605758226,283.71038818359375,78705600,0.0,0
2019-07-02,283.6623839923661,284.5068219185296,282.7699786184616,284.4492492675781,61504500,0.0,0
2019-07-03,285.16892960166103,286.7426601129751,285.01539277488735,286.72344970703125,40898900,0.0,0
2019-07-05,285.418452396143,286.56996404278107,284.0462553375456,286.397216796875,51677300,0.0,0
2019-07-08,285.0058705491638,286.20534978041115,284.24779147545036,284.82354736328125,45841800,0.0,0
2019-07-09,283.5952214406124,285.4951773966531,283.53764879249934,285.17852783203125,41101300,0.0,0
2019-07-10,286.31087758132804,287.54874829429616,285.7447269226303,286.5411682128906,58448500,0.0,0
2019-07-11,287.2224653108484,287.47193704252857,286.1477367567152,287.2128601074219,50826100,0.0,0
2019-07-12,287.73106332214815,288.57550132617115,287.40480850862275,288.49871826171875,40326000,0.0,0
2019-07-15,288.9593118517129,288.9593118517129,288.05730124432296,288.59466552734375,33900000,0.0,0
2019-07-16,288.49871217685006,288.7194268772968,287.337624587887,287.66387939453125,36650100,0.0,0
2019-07-17,287.6351011967188,287.80781916673715,285.7063293457031,285.7063293457031,36036300,0.0,0
2019-07-18,285.17855695141003,287.15529616288137,284.70837051575796,286.75225830078125,51392600,0.0,0
2019-07-19,287.91333117928684,287.9421175018862,284.97700913754386,285.1593322753906,58678600,0.0,0
2019-07-22,285.5815454328564,286.43558854723113,285.03460525842297,285.8598327636719,43638100,0.0,0
2019-07-23,287.0497945888008,287.90380859375,286.16696496883014,287.90380859375,44564500,0.0,0
2019-07-24,287.0977428969532,289.2568054199219,287.0017787057671,289.2568054199219,47213200,0.0,0
2019-07-25,288.77694944966584,288.83452209472654,287.02089592285455,287.87493896484375,55394100,0.0,0
2019-07-26,288.60429280556855,290.01488147743004,288.4699370824582,289.80377197265625,45084100,0.0,0
2019-07-29,289.6789777657936,289.8037282658219,288.6906082525409,289.27593994140625,38126500,0.0,0
2019-07-30,287.78859689548216,288.9976810810579,287.3855590722386,288.56585693359375,45849000,0.0,0
2019-07-31,288.8249580809529,289.0264916515587,283.2689920512022,285.4088439941406,104245200,0.0,0
2019-08-01,285.5719820998218,288.7098087964856,282.0790850006695,282.92352294921875,142646600,0.0,0
2019-08-02,281.9735719832583,282.2326489442929,279.1427893998549,280.79327392578125,116749700,0.0,0
2019-08-05,276.4463481182398,276.56149342824773,270.3338072106682,272.34893798828125,178745400,0.0,0
2019-08-06,274.3544631048156,276.39838020652456,272.7903376501122,276.1680603027344,120711700,0.0,0
2019-08-07,272.90542754799,277.1467977313619,270.6408254903346,276.3311462402344,140572300,0.0,0
2019-08-08,277.9145050127681,281.7528381347656,277.32917326805915,281.7528381347656,87713900,0.0,0
2019-08-09,280.7548709740364,281.38819947052315,277.9432989137559,279.83367919921875,93730000,0.0,0
2019-08-12,278.24075166025034,279.8240581698443,275.4195745555235,276.4271545410156,65527600,0.0,0
2019-08-13,276.1104810279502,282.2614133091889,275.74583469950323,280.72607421875,94299800,0.0,0
2019-08-14,276.4271958604203,277.07010033648555,272.2913937671936,272.42572021484375,135622100,0.0,0
2019-08-15,273.36603936325434,274.0953318932505,270.97668680513334,273.14532470703125,99556600,0.0,0
2019-08-16,274.90142103651857,277.6362098819818,273.20293993576826,277.1756286621094,83018300,0.0,0
2019-08-19,280.3806271884247,281.2346410380195,279.66093976368643,280.51495361328125,53571800,0.0,0
2019-08-20,279.97763260307147,280.5437832839057,278.2312131051708,278.36553955078125,51596400,0.0,0
2019-08-21,280.65888275791184,281.0234997464838,279.929590212462,280.6300964355469,49524700,0.0,0
2019-08-22,281.3785936762915,282.0502843491355,278.6629568076722,280.5437316894531,51666400,0.0,0
2019-08-23,279.16198849132354,280.9276182616862,272.01308114220404,273.3373107910156,149161500,0.0,0
2019-08-26,275.6594790130621,276.3599853515625,274.03778092295397,276.3599853515625,72423800,0.0,0
2019-08-27,277.83773485856807,278.2311674944813,274.46958837161577,275.275634765625,66668900,0.0,0
2019-08-28,274.57516583192694,277.38673773258336,273.7211226811015,277.2140197753906,59696700,0.0,0
2019-08-29,279.92962476250455,281.3114269748766,278.86447213522933,280.7548522949219,57899400,0.0,0
2019-08-30,282.32854802338596,282.3477291435783,279.6417269888123,280.6300964355469,62901200,0.0,0
2019-09-03,278.8261450397883,279.7953043239703,277.57866909638693,278.9892578125,69101400,0.0,0
2019-09-04,281.29223424542624,282.17503439325264,280.4957637876348,282.1558532714844,46887300,0.0,0
2019-09-05,284.79471151136937,286.752240191783,282.1174661331948,285.7830810546875,83258100,0.0,0
2019-09-06,286.11892824182615,286.6850788011103,285.3992408604075,286.0037536621094,49584300,0.0,0
2019-09-09,287.04977680321605,287.14571171069696,285.1497912317058,286.14776611328125,51260300,0.0,0
2019-09-10,285.3416989815375,286.14777478842916,284.0078933150223,286.0805969238281,57947100,0.0,0
2019-09-11,286.4068111661297,288.20122714166985,285.7159100611144,288.1148681640625,68821100,0.0,0
2019-09-12,289.07443195969967,290.23551940385835,288.2683856054293,289.1128234863281,72908700,0.0,0
2019-09-13,289.58304376718445,289.95729530626977,288.5274962925107,288.9209289550781,62104800,0.0,0
2019-09-16,287.72146024378634,288.9689361350037,287.3472379753325,288.0285339355469,58191200,0.0,0
2019-09-17,287.8173799283775,288.85371687262364,287.63505678234685,288.7577819824219,41475500,0.0,0
2019-09-18,288.3451809422975,289.0456873045176,286.18611848363076,288.9305419921875,73375800,0.0,0
2019-09-19,289.3431095367587,290.39865687131623,288.5562443160745,288.9112854003906,76560500,0.0,0
2019-09-20,289.5514020087083,289.85027359112814,286.70757667997356,287.5462646484375,89565000,1.384,0
2019-09-23,286.84256755661056,288.2404006653878,286.5726446123619,287.47882080078125,43476800,0.0,0
2019-09-24,288.635642710991,289.0501619682541,284.20116924008767,285.2230224609375,94869400,0.0,0
2019-09-25,285.3097359899478,287.3823613741091,283.7383875773089,286.9100036621094,71854000,0.0,0
2019-09-26,286.9197119233083,287.14141648521127,284.8181668496644,286.3123779296875,56179700,0.0,0
2019-09-27,287.11247656879436,287.2281830416244,283.1214711282521,284.7699279785156,84746600,0.0,0
2019-09-30,285.3193763299316,286.8425063145557,285.27118737208065,286.090576171875,51662400,0.0,0
2019-10-01,287.0257186055193,287.7198103451156,282.4562984811562,282.6876525878906,88242400,0.0,0
2019-10-02,281.0102740712882,281.0199236321173,276.32517693363803,277.6940612792969,122539500,0.0,0
2019-10-03,277.4531136883724,279.99812703261097,274.5707186796435,279.9692077636719,85278800,0.0,0
2019-10-04,280.66321194249605,284.0276133285798,280.6053440033003,283.7576904296875,65091200,0.0,0
2019-10-07,282.90939660424107,284.63499116332326,282.23457454310005,282.5334167480469,59610500,0.0,0
2019-10-08,280.56681125113136,281.34766070640745,278.10855642355943,278.1471252441406,95708100,0.0,0
2019-10-09,280.2873275875166,281.7815388903007,279.6221549638515,280.7886047363281,62359400,0.0,0
2019-10-10,280.7017847200387,283.62274799513295,280.52826913998786,282.6876525878906,55296300,0.0,0
2019-10-11,285.60860605465416,287.9897233860007,285.4833088640713,285.6182556152344,98720400,0.0,0
2019-10-14,285.28093280646675,285.994323863941,284.93390155099365,285.30023193359375,40394800,0.0,0
2019-10-15,286.4087499744672,288.91519387462125,286.2834233665507,288.12469482421875,46754500,0.0,0
2019-10-16,287.63303752527867,288.39461731267505,287.1992485978186,287.6619567871094,48928200,0.0,0
2019-10-17,288.89591493311985,289.4357608053976,287.77765436357487,288.51031494140625,45736600,0.0,0
2019-10-18,287.94155881557725,288.62600102874114,286.3412908514658,287.2474670410156,64304000,0.0,0
2019-10-21,288.645297158118,289.4068475963824,288.18255950674427,289.19476318359375,39048600,0.0,0
2019-10-22,289.76354184033954,290.07203362230376,288.15365367586793,288.25006103515625,48594700,0.0,0
2019-10-23,287.98010364883265,289.1465531243878,287.75836969092046,289.0887145996094,34352200,0.0,0
2019-10-24,290.08167237665174,290.2359182618872,288.6838392675388,289.56109619140625,35453100,0.0,0
2019-10-25,288.95374361339407,291.3252408494299,288.89590508757783,290.746826171875,45205400,0.0,0
2019-10-28,292.0385889780977,292.9158458055407,292.0096697165069,292.3856201171875,42147000,0.0,0
2019-10-29,292.09645431044066,293.28220298327676,291.96147813103437,292.29888916015625,44284900,0.0,0
2019-10-30,292.5109629756489,293.5906546942148,291.12277950338057,293.1954345703125,49643900,0.0,0
2019-10-31,293.1857495546638,293.1857495546638,290.8721205204667,292.4145202636719,69053800,0.0,0
2019-11-01,293.9473142194225,295.1716020431717,293.77376925072616,295.1234130859375,71141500,0.0,0
2019-11-04,296.77191119965795,296.9165075109959,295.9139240533992,296.3091735839844,60606900,0.0,0
2019-11-05,296.52123006845045,296.83937134283894,295.6728925626001,295.98138427734375,42933200,0.0,0
2019-11-06,295.98143158821114,296.338112319414,295.0463361542552,296.0489196777344,46487100,0.0,0
2019-11-07,297.4659761329123,298.5070989002067,296.5887193639177,297.0899963378906,54272300,0.0,0
2019-11-08,296.72370203200825,297.8805313974253,295.9814213311579,297.82269287109375,49032100,0.0,0
2019-11-11,296.3574101628464,297.4371019129827,296.2127844232368,297.2539367675781,35797300,0.0,0
2019-11-12,297.6395200217041,298.8348887607841,297.0611053539778,297.8805236816406,46484600,0.0,0
2019-11-13,296.8298097451914,298.40115862471635,296.58880603776487,297.97698974609375,53917700,0.0,0
2019-11-14,297.6781049233917,298.4975232953143,297.0032828713628,298.4107360839844,51219900,0.0,0
2019-11-15,299.827819301837,300.61831835822153,299.0951881890292,300.57012939453125,62023600,0.0,0
2019-11-18,300.31951230638595,301.0425233650717,299.8375049339288,300.7918701171875,49228000,0.0,0
2019-11-19,301.42808910146664,301.43773866202497,300.02063597137465,300.705078125,67804700,0.0,0
2019-11-20,300.07847939599674,300.6279748077383,297.93836569393335,299.5868225097656,79406200,0.0,0
2019-11-21,299.7024805450347,299.8181575773609,298.2564588021816,299.1047668457031,54664700,0.0,0
2019-11-22,299.8953766866536,300.03997303052967,298.70000768474665,299.7700500488281,44850200,0.0,0
2019-11-25,300.75326629083435,302.0932312011718,300.75326629083435,302.0932312011719,48647200,0.0,0
2019-11-26,302.13186706929207,302.970555196747,301.7944560220849,302.7777404785156,37569000,0.0,0
2019-11-27,303.28866283609136,304.1273803710937,303.05730871299835,304.12738037109375,44444600,0.0,0
2019-11-29,303.5296469880277,303.7899497791514,302.7584470144159,302.99945068359375,36592700,0.0,0
2019-12-02,303.26933184475826,303.3368199234868,299.972418579374,300.4255065917969,75767800,0.0,0
2019-12-03,297.54312874522844,298.4975232953143,296.0778370046494,298.4107360839844,73941700,0.0,0
2019-12-04,299.5193525406275,300.8882368185765,299.15302227995653,300.2519836425781,49080000,0.0,0
2019-12-05,300.9943343955841,301.01360409950007,299.4036865309592,300.7918701171875,40709000,0.0,0
2019-12-06,302.8162651641667,303.9634449058079,302.80661560384306,303.5392761230469,48927000,0.0,0
2019-12-09,303.1247762835209,303.8381377276924,302.50779277118306,302.5849304199219,34838500,0.0,0
2019-12-10,302.52710057693696,303.23081248036755,301.5534363145649,302.2475280761719,52649800,0.0,0
2019-12-11,302.72948895295957,303.37539164811005,302.1607238969202,303.10546875,53429100,0.0,0
2019-12-12,303.1151053404164,306.54699498237386,302.8644815481775,305.71795654296875,96389600,0.0,0
2019-12-13,305.46733517900134,307.2025793014144,304.64791679503355,305.9011535644531,81503900,0.0,0
2019-12-16,307.7327626173811,308.6292891954079,305.833652550066,308.002685546875,82749700,0.0,0
2019-12-17,308.40754036279384,308.72565221211136,307.9833716174447,308.07012939453125,61097700,0.0,0
2019-12-18,308.484696569291,308.72570023848573,308.0316084944291,308.0894470214844,48133000,0.0,0
2019-12-19,308.2918729242965,309.42943256864015,308.02194999940315,309.352294921875,85310500,0.0,0
2019-12-20,310.4469745638906,311.9098029225,309.4104299987895,310.70855712890625,147142100,1.57,0
2019-12-23,311.5416924181185,311.599815311113,311.02825382064356,311.1832580566406,52990000,0.0,0
2019-12-24,311.4254542241302,311.47388011479444,310.87325716318566,311.1929626464844,20270000,0.0,0
2019-12-26,311.5998164900851,312.8592148258131,311.59014905057285,312.8495178222656,30911200,0.0,0
2019-12-27,313.6244810983993,313.6826039863611,312.2101082179421,312.77197265625,42528800,0.0,0
2019-12-30,312.85920273717664,313.0045099645981,310.5341688422963,311.047607421875,49729100,0.0,0
2019-12-31,310.51482292843133,312.06483576282955,310.1466915543077,311.8032531738281,57077300,0.0,0
2020-01-02,313.4307471477068,314.7385712513837,312.4522959296023,314.71917724609375,59151200,0.0,0
2020-01-03,311.12511676448054,313.5276379343032,311.0669938749233,312.3360595703125,77709700,0.0,0
2020-01-06,310.4760492968767,313.6148332631736,310.3501065104096,313.52764892578125,55653900,0.0,0
2020-01-07,312.9270051089645,313.43077626879,312.1713779332615,312.6460876464844,40496400,0.0,0
2020-01-08,312.84948856933426,315.6007469923569,312.5879355743258,314.31231689453125,68296000,0.0,0
2020-01-09,315.96889287131495,316.5210898946769,315.3488759544102,316.4435729980469,48473300,0.0,0
2020-01-10,317.06357668903524,317.22824835044577,315.0388839185328,315.5329284667969,53029300,0.0,0
2020-01-13,316.19168775437083,317.71260933269065,315.73637211188463,317.70294189453125,47086800,0.0,0
2020-01-14,317.23796185444945,318.3520233517036,316.6276419343445,317.2185974121094,62832800,0.0,0
2020-01-15,317.1216444321464,318.73944714107586,317.03446011526046,317.9353942871094,72056600,0.0,0
2020-01-16,319.3982883092161,320.5801696777344,319.15609974652006,320.5801696777344,54050300,0.0,0
2020-01-17,321.33581435376936,321.8007974985497,320.5123672828408,321.5780029296875,95846000,0.0,0
2020-01-21,320.5607464353341,321.8007505806835,320.4832591105133,320.9482421875,77742400,0.0,0
2020-01-22,321.858872342057,322.54670908108415,320.82232786053754,320.98699951171875,48914900,0.0,0
2020-01-23,320.29922498091975,321.7911148158344,319.11734360386356,321.35516357421875,51963000,0.0,0
2020-01-24,322.0526554507843,322.13983978295147,317.13136745444,318.497314453125,87578400,0.0,0
2020-01-27,312.9366826132556,314.9613754378381,312.57824827281263,313.3919982910156,84062500,0.0,0
2020-01-28,314.90321927114775,317.6060516072968,313.4888465006884,316.6760559082031,63834000,0.0,0
2020-01-29,318.119537268065,318.361725839642,316.20139313812274,316.4145202636719,53888900,0.0,0
2020-01-30,314.22513483484806,317.66423038508594,313.43077876670105,317.44140625,75491800,0.0,0
2020-01-31,316.78260022884626,316.94730143897317,310.7085224821879,311.6772766113281,113845600,0.0,0
2020-02-03,313.2467150808105,315.96891235311483,313.1207722890468,313.9926452636719,69083000,0.0,0
2020-02-04,317.81920206602337,319.69858760620946,317.4801321783343,318.77825927734375,62573200,0.0,0
2020-02-05,321.88794175352206,322.68232727897714,320.33795871189346,322.4595031738281,65951100,0.0,0
2020-02-06,323.4767357710674,323.74798577901413,322.40140317825586,323.5445556640625,50359700,0.0,0
2020-02-07,322.4208133657108,323.55423934135854,321.23893193662025,321.8201904296875,64139400,0.0,0
2020-02-10,320.8805021221487,324.2905066649378,320.84174367165235,324.2226867675781,42070000,0.0,0
2020-02-11,325.65644937411474,326.4895638822437,324.2226823655721,324.7845764160156,54864500,0.0,0
2020-02-12,326.3055146301649,327.099900292358,325.91801880305786,326.8771057128906,43992700,0.0,0
2020-02-13,325.3658033328685,327.5551975000927,325.0751888699781,326.5283203125,54501900,0.0,0
2020-02-14,326.9642377892813,327.1773648947259,325.69517215905347,327.0514221191406,64582200,0.0,0
2020-02-18,325.9954605561016,327.1192188904807,324.7360624532836,326.2085876464844,57226200,0.0,0
2020-02-19,327.23553800109005,328.48520981822224,326.93522651969835,327.7683410644531,48814700,0.0,0
